Date,Stock,Close,High,Low,Open,Volume
2010-01-04,AAPL,6.44033145904541,6.45507725915592,6.391278972378066,6.422877172871004,493729600.0
2010-01-04,AMD,9.699999809265137,9.899999618530273,9.680000305175781,9.789999961853027,18748700.0
2010-01-04,AMZN,6.695000171661377,6.83050012588501,6.6570000648498535,6.8125,151998000.0
2010-01-04,GOOGL,15.609804153442383,15.678545367104276,15.547291173733537,15.614785221986361,78169752.0
2010-01-04,INTC,13.519425392150879,13.616548692885447,13.422303326390379,13.461153140673835,47800900.0
2010-01-04,MSFT,23.254045486450195,23.36674654836519,22.983561791396806,23.00610257700851,38409100.0
2010-01-04,NFLX,7.639999866485596,7.961429119110107,7.565713882446289,7.931428909301758,17239600.0
2010-01-04,NVDA,0.4238835871219635,0.4268638421526616,0.41517208292790425,0.42434208158928205,800204000.0
2010-01-05,AAPL,6.4514665603637695,6.487879848401319,6.417460413781116,6.458087304295299,601904800.0
2010-01-05,AMD,9.710000038146973,9.899999618530273,9.680000305175781,9.710000038146973,22145700.0
2010-01-05,AMZN,6.734499931335449,6.77400016784668,6.5904998779296875,6.671500205993652,177038000.0
2010-01-05,GOOGL,15.54106330871582,15.636951722017164,15.480044272193602,15.620513626953805,120067812.0
2010-01-05,INTC,13.51294994354248,13.590647092302968,13.338129506370516,13.558273486148417,52357700.0
2010-01-05,MSFT,23.261571884155273,23.366760848311465,23.021142422779917,23.178925152477888,49749600.0
2010-01-05,NFLX,7.3585710525512695,7.6571431159973145,7.258571147918701,7.652856826782227,23753100.0
2010-01-05,NVDA,0.4300733506679535,0.4346583499196079,0.4222788355428902,0.4222788355428902,728648000.0
2010-01-06,AAPL,6.348845958709717,6.4770447941915,6.342225216323105,6.451465054945159,552160000.0
2010-01-06,AMD,9.569999694824219,9.760000228881836,9.550000190734863,9.680000305175781,18643400.0
2010-01-06,AMZN,6.612500190734863,6.736499786376953,6.582499980926514,6.730000019073486,143576000.0
2010-01-06,GOOGL,15.149293899536133,15.587638382126233,15.101972798128717,15.587638382126233,158988852.0
2010-01-06,INTC,13.467628479003906,13.551801851670676,13.383456341311351,13.474103448822444,40037400.0
2010-01-06,MSFT,23.11881446838379,23.35173029652157,22.93097879951438,23.201461188197076,58182400.0
2010-01-06,NFLX,7.617143154144287,7.67285680770874,7.197143077850342,7.361429214477539,23290400.0
2010-01-06,NVDA,0.4328243136405945,0.4337413024935092,0.425717554379883,0.42984405887549776,649168000.0
2010-01-07,AAPL,6.33711051940918,6.379844011980407,6.291067458325215,6.372320439028967,477131200.0
2010-01-07,AMD,9.470000267028809,9.550000190734863,9.180000305175781,9.510000228881836,26806800.0
2010-01-07,AMZN,6.5,6.616000175476074,6.440000057220459,6.600500106811523,220604000.0
2010-01-07,GOOGL,14.796624183654785,15.192629557395431,14.76051143817071,15.17768540323104,256315428.0
2010-01-07,INTC,13.338135719299316,13.441732789218285,13.16979017193737,13.422307875493045,54041500.0
2010-01-07,MSFT,22.878379821777344,23.066215447791702,22.683030598753763,23.01362026872712,50559700.0
2010-01-07,NFLX,7.485713958740234,7.757143020629883,7.462856769561768,7.731429100036621,9955400.0
2010-01-07,NVDA,0.4243420958518982,0.4323658722790436,0.4211326071440421,0.43053186701937474,547792000.0
2010-01-08,AAPL,6.379241466522217,6.379843754126937,6.2913689505515755,6.328684263710754,447610800.0
2010-01-08,AMD,9.430000305175781,9.470000267028809,9.289999961853027,9.369999885559082,13752800.0
2010-01-08,AMZN,6.676000118255615,6.684000015258789,6.451499938964844,6.5279998779296875,196610000.0
2010-01-08,GOOGL,14.993880271911621,15.024513652181563,14.672343200887997,14.74432191587332,188783028.0
2010-01-08,INTC,13.487052917480469,13.525901500060852,13.208635399877007,13.299283739196802,48234700.0
2010-01-08,MSFT,23.036157608032227,23.20145241825124,22.720593746289104,22.750648129822682,51197400.0
2010-01-08,NFLX,7.614285945892334,7.742856979370117,7.465713977813721,7.498570919036865,8180900.0
2010-01-08,NVDA,0.4252591133117676,0.42823936845080446,0.4183816140657221,0.4209033473920205,478168000.0
2010-01-11,AAPL,6.322967052459717,6.409937140135302,6.273011334454215,6.403918282112247,462229600.0
2010-01-11,AMD,9.140000343322754,9.4399995803833,9.079999923706055,9.380000114440918,23700100.0
2010-01-11,AMZN,6.515500068664551,6.639999866485596,6.4604997634887695,6.63100004196167,175588000.0
2010-01-11,GOOGL,14.971217155456543,15.054651955218802,14.795131439788745,15.054651955218802,288227484.0
2010-01-11,INTC,13.564748764038086,13.694244426586403,13.480575410156433,13.668345788066315,51086400.0
2010-01-11,MSFT,22.743141174316406,23.111298881663412,22.630440069303617,23.073730891277616,68754700.0
2010-01-11,NFLX,7.604286193847656,7.704286098480225,7.528571128845215,7.659999847412109,6783700.0
2010-01-11,NVDA,0.41929861903190613,0.4293856347082248,0.41333810852641084,0.4275516293735529,556612000.0
2010-01-12,AAPL,6.251042366027832,6.312734855829747,6.211920995111912,6.295279766151516,594459600.0
2010-01-12,AMD,8.649999618530273,8.920000076293945,8.520000457763672,8.890000343322754,33387100.0
2010-01-12,AMZN,6.367499828338623,6.491000175476074,6.327499866485596,6.44950008392334,181926000.0
2010-01-12,GOOGL,14.706466674804688,14.89774426759556,14.644699714848494,14.885041973004633,193937868.0
2010-01-12,INTC,13.344606399536133,13.532375565270996,13.19568457881127,13.512951892765996,69958400.0
2010-01-12,MSFT,22.592870712280273,22.840813701539318,22.472656016462082,22.65297806018937,65912100.0
2010-01-12,NFLX,7.481429100036621,7.582857131958008,7.4514288902282715,7.528571128845215,6330100.0
2010-01-12,NVDA,0.40508508682250977,0.41471360772727794,0.396373582223733,0.4131088633527343,627432000.0
2010-01-13,AAPL,6.339214324951172,6.347640722941685,6.142102023836262,6.255555043166188,605892000.0
2010-01-13,AMD,9.149999618530273,9.199999809265137,8.550000190734863,8.710000038146973,32741900.0
2010-01-13,AMZN,6.45550012588501,6.485499858856201,6.287499904632568,6.394999980926514,214464000.0
2010-01-13,GOOGL,14.622035026550293,14.654163298564356,14.293525580763735,14.358031747702928,259604136.0
2010-01-13,INTC,13.571219444274902,13.648917812302983,13.234529809416319,13.415823943192404,71446700.0
2010-01-13,MSFT,22.803251266479492,22.930979582997683,22.547794633443115,22.735630308730304,51863500.0
2010-01-13,NFLX,7.708570957183838,7.75428581237793,7.558570861816406,7.612856864929199,14422100.0
2010-01-13,NVDA,0.4105871915817261,0.4119627026741931,0.39201792847721556,0.4078361967255509,508868000.0
2010-01-14,AAPL,6.3025007247924805,6.33349743094724,6.290162471965369,6.322964834893772,432894000.0
2010-01-14,AMD,9.0,9.260000228881836,8.920000076293945,9.180000305175781,22556600.0
2010-01-14,AMZN,6.367499828338623,6.519000053405762,6.320000171661377,6.456999778747559,195498000.0
2010-01-14,GOOGL,14.690775871276855,14.799116964638577,14.515438074040974,14.542585278543342,169434396.0
2010-01-14,INTC,13.907913208007812,13.953236750882567,13.629495747521265,13.668345557105845,150821600.0
2010-01-14,MSFT,23.261571884155273,23.366760848311465,22.735632795664838,22.7731993616025,63228100.0
2010-01-14,NFLX,7.284286022186279,7.575714111328125,7.269999980926514,7.518570899963379,17685500.0
